model,layer_index,layer_ordinal,relative_depth,estimator,raw_or_pc,partition_idx,group_a,group_b,is_canonical_wei,S_group_a,S_group_b,S_between,delta_group_a,delta_group_b,T,rank
Qwen2.5-7B-Instruct,14,15,0.5185185185185185,trimmed_mean,placebo_calibrated,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.4299299319585164,0.3908692200978597,0.44911491870880127,-0.01918498675028485,-0.05824569861094159,-0.03871534268061322,7
Qwen2.5-7B-Instruct,14,15,0.5185185185185185,trimmed_mean,placebo_calibrated,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.4944205681482951,0.39338019490242004,0.4267810483773549,0.06763951977094018,-0.03340085347493488,0.01711933314800268,3
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,mean,raw,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.5288521349430084,0.518802414337794,0.41465834114286637,0.11419379380014205,0.10414407319492758,0.10916893349753476,1
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,mean,raw,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.5262076556682587,0.3447125554084778,0.4735697872108883,0.05263786845737034,-0.12885723180241054,-0.0381096816725201,9
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,mean,raw,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.595537801583608,0.28607316811879474,0.4700062010023329,0.1255316005812751,-0.18393303288353818,-0.02920071615113151,7
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,mean,raw,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.4767037034034729,0.4543856084346771,0.45351342029041714,0.023190283113055765,0.0008721881442599888,0.012031235628657877,3
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,mean,raw,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.4134439130624135,0.46262702345848083,0.4718528787295024,-0.058408965667088864,-0.009225855271021544,-0.03381741046905523,8
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,mean,raw,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.4718378980954488,0.39305147528648376,0.4755800664424896,-0.0037421683470408307,-0.08252859115600586,-0.04313537975152337,10
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,mean,raw,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.35429160793622333,0.5626517236232758,0.45822874704996747,-0.10393713911374414,0.10442297657330829,0.00024291872978204898,5
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,mean,raw,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.6008328795433044,0.35060107707977295,0.4467318720287747,0.15410100751452976,-0.09613079494900173,0.028985106282764017,2
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,mean,raw,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.4296822746594747,0.46659701069196063,0.4651167624526554,-0.0354344877931807,0.0014802482393052596,-0.01697711977693772,6
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,mean,raw,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.5103405813376108,0.4192857841650645,0.4540010690689087,0.05633951226870215,-0.03471528490384418,0.010812113682428959,4
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,mean,placebo_calibrated,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.5040457745393118,0.5051043430964152,0.3952838232119878,0.10876195132732397,0.10982051988442737,0.10929123560587567,1
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,mean,placebo_calibrated,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.5024219155311584,0.32544438540935516,0.45571176211039227,0.046710153420766176,-0.1302673767010371,-0.041778611640135466,8
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,mean,placebo_calibrated,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.5554446478684744,0.2935311843951543,0.4486752516693539,0.10676939619912046,-0.1551440672741996,-0.024187335537539545,6
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,mean,placebo_calibrated,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.46459993720054626,0.42098210255304974,0.43647318250603145,0.02812675469451481,-0.015491079952981712,0.006317837370766577,4
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,mean,placebo_calibrated,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.3807499607404073,0.4457102616628011,0.45618045495616066,-0.07543049421575337,-0.010470193293359575,-0.042950343754556475,9
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,mean,placebo_calibrated,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.4143197437127431,0.3943441112836202,0.46211257742510903,-0.04779283371236592,-0.06776846614148885,-0.057780649926927385,10
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,mean,placebo_calibrated,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.34035008649031323,0.5386700828870138,0.43866047263145447,-0.09831038614114124,0.10000961025555932,0.0008496120572090149,5
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,mean,placebo_calibrated,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.5726953049500784,0.37468357384204865,0.41587423615985447,0.1568210687902239,-0.041190662317805826,0.057815203236209034,2
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,mean,placebo_calibrated,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.41343314448992413,0.4337170422077179,0.44928380019134945,-0.035850655701425316,-0.015566757983631552,-0.025708706842528406,7
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,mean,placebo_calibrated,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.4822053909301758,0.4175533552964528,0.43174761368168724,0.050457777248488545,-0.014194258385234415,0.018131759431627037,3
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,median,raw,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.5331495006879171,0.5296264092127482,0.42062508894337547,0.11252441174454164,0.1090013202693727,0.11076286600695717,1
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,median,raw,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.5329596598943075,0.3509120096762975,0.48025983572006226,0.052699824174245236,-0.12934782604376477,-0.03832400093475974,9
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,median,raw,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.6008131305376688,0.2942472646633784,0.4765302605099148,0.12428287002775401,-0.1822829958465364,-0.029000062909391222,7
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,median,raw,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.48225130637486774,0.46024127801259357,0.4607195307811101,0.02153177559375763,-0.00047825276851654053,0.010526761412620544,4
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,median,raw,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.41994673013687134,0.47003304958343506,0.4782237990034951,-0.05827706886662376,-0.00819074942006004,-0.0332339091433419,8
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,median,raw,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.4768977959950765,0.4024658997853597,0.48176249365011853,-0.0048646976550420495,-0.07929659386475885,-0.04208064575990045,10
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,median,raw,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.3587929755449295,0.568916916847229,0.4656470947795444,-0.10685411923461491,0.10326982206768459,-0.0017921485834651585,5
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,median,raw,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.6078474322954813,0.35489097734292346,0.45397092236412895,0.15387650993135238,-0.09907994502120548,0.027398282455073475,2
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,median,raw,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.4395846724510193,0.4711840550104777,0.4712941497564316,-0.03170947730541229,-0.00011009474595385926,-0.015909786025683048,6
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,median,raw,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.5183812379837036,0.42546240488688153,0.4602691779534022,0.05811206003030139,-0.03480677306652069,0.011652643481890379,3
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,median,placebo_calibrated,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.5036997199058533,0.5120279093583425,0.3963517165846295,0.1073480033212238,0.11567619277371305,0.11151209804746848,1
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,median,placebo_calibrated,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.5041737755139669,0.3275272498528163,0.457693917883767,0.046479857630199906,-0.13016666803095073,-0.04184340520037544,8
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,median,placebo_calibrated,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.5561438997586569,0.296211376786232,0.45080916749106514,0.10533473226759171,-0.15459779070483315,-0.024631529218620718,7
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,median,placebo_calibrated,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.46610398093859357,0.42248878876368207,0.43873000310526955,0.027373977833324015,-0.016241214341587484,0.005566381745868265,4
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,median,placebo_calibrated,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.3819488286972046,0.448743999004364,0.45802998377217186,-0.07608115507496727,-0.009285984767807842,-0.042683569921387554,9
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,median,placebo_calibrated,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.41455715894699097,0.39806633194287616,0.46405309604273903,-0.049495937095748066,-0.06598676409986287,-0.057741350597805496,10
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,median,placebo_calibrated,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.34036260346571606,0.5401891072591146,0.4414103560977512,-0.10104775263203514,0.09877875116136342,-0.001134500735335886,5
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,median,placebo_calibrated,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.5756141344706217,0.3741485923528671,0.4183400173981984,0.15727411707242328,-0.0441914250453313,0.05654134601354599,2
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,median,placebo_calibrated,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.41891757647196454,0.4337693651517232,0.4506986124647988,-0.03178103599283427,-0.0169292473130756,-0.024355141652954937,6
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,median,placebo_calibrated,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.486435463031133,0.4180012543996175,0.4334486871957779,0.052986775835355104,-0.015447432796160399,0.018769671519597353,3
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,trimmed_mean,raw,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.5311589241027832,0.5244329373041788,0.4178004695309533,0.11335845457182991,0.10663246777322555,0.10999546117252768,1
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,trimmed_mean,raw,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.5297240813573202,0.3479860524336497,0.477094378736284,0.05262970262103617,-0.1291083263026343,-0.038239311840799095,9
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,trimmed_mean,raw,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.5983083446820577,0.2902204990386963,0.47348814209302265,0.12482020258903509,-0.18326764305432636,-0.029223720232645634,7
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,trimmed_mean,raw,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.47983941435813904,0.4575088918209076,0.45721498794025844,0.022624426417880594,0.00029390388064914896,0.011459165149264872,3
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,trimmed_mean,raw,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.41656696796417236,0.4665992359320323,0.4752756887012058,-0.058708720737033426,-0.008676452769173504,-0.03369258675310344,8
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,trimmed_mean,raw,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.47424184282620746,0.3979242940743764,0.478942377699746,-0.004700534873538553,-0.08101808362536961,-0.04285930924945408,10
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,trimmed_mean,raw,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.35661043723424274,0.5660502115885416,0.46211087372567916,-0.10550043649143642,0.10393933786286247,-0.0007805493142869491,5
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,trimmed_mean,raw,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.6044771472613016,0.3531475563844045,0.4504561887847053,0.15402095847659636,-0.0973086324003008,0.028356163038147808,2
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,trimmed_mean,raw,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.43483539422353107,0.46926312645276386,0.468298249774509,-0.033462855550977944,0.0009648766782548446,-0.01624898943636155,6
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,trimmed_mean,raw,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.5144999027252197,0.42257781823476154,0.4573051830132802,0.05719471971193951,-0.03472736477851868,0.01123367746671039,4
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,trimmed_mean,placebo_calibrated,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.5042272607485453,0.5090273320674896,0.39618822435537976,0.10803903639316553,0.11283910771210987,0.11043907205263764,1
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,trimmed_mean,placebo_calibrated,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.5038255155086517,0.3267532140016556,0.4570801787906223,0.04674533671802944,-0.13032696478896671,-0.04179081403546864,8
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,trimmed_mean,placebo_calibrated,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.5563927292823792,0.2950876106818517,0.4501129753059811,0.10627975397639805,-0.1550253646241294,-0.02437280532386571,6
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,trimmed_mean,placebo_calibrated,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.46574052174886066,0.42186060547828674,0.43807271288500893,0.02766780886385173,-0.016212107406722187,0.005727850728564743,4
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,trimmed_mean,placebo_calibrated,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.38154024879137677,0.44776444633801776,0.45750485691759324,-0.07596460812621647,-0.009740410579575476,-0.04285250935289597,9
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,trimmed_mean,placebo_calibrated,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.41473883390426636,0.3967302143573761,0.4634500725401772,-0.04871123863591087,-0.06671985818280113,-0.057715548409356,10
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,trimmed_mean,placebo_calibrated,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.3405786603689194,0.5399952431519827,0.4404151207870907,-0.09983646041817135,0.09958012236489194,-0.00012816902663970176,5
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,trimmed_mean,placebo_calibrated,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.5746421217918396,0.3747611294190089,0.4174720048904419,0.1571701169013977,-0.042710875471432985,0.05722962071498239,2
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,trimmed_mean,placebo_calibrated,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.41653239727020264,0.43407660722732544,0.4504034204615487,-0.03387102319134605,-0.016326813234223247,-0.02509891821278465,7
Qwen2.5-7B-Instruct,15,16,0.5555555555555556,trimmed_mean,placebo_calibrated,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.48484548926353455,0.41815688212712604,0.43293896483050454,0.05190652443303001,-0.014782082703378496,0.01856222086482573,3
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,mean,raw,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.521804928779602,0.5710749626159668,0.4334974123371972,0.08830751644240487,0.1375775502787696,0.11294253336058724,1
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,mean,raw,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.5470032592614492,0.36404578884442645,0.4941076934337616,0.05289556582768762,-0.13006190458933514,-0.038583169380823734,7
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,mean,raw,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.6077138185501099,0.3016640941301982,0.4946647385756175,0.11304907997449237,-0.1930006444454193,-0.03997578223546344,8
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,mean,raw,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.509182353814443,0.4506973922252655,0.47783079412248397,0.03135155969195902,-0.027133401897218468,0.0021090788973702757,4
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,mean,raw,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.4155794481436412,0.49142958720525104,0.4954543643527561,-0.07987491620911491,-0.004024777147505043,-0.04194984667830998,9
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,mean,raw,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.4720072348912557,0.4247651199499766,0.49886659118864274,-0.02685935629738706,-0.07410147123866612,-0.05048041376802659,10
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,mean,raw,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.3732057909170787,0.5735284388065338,0.482212632894516,-0.10900684197743732,0.09131580591201782,-0.00884551803270972,6
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,mean,raw,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.6470614274342855,0.36759180823961896,0.4595729642444187,0.18748846318986684,-0.09198115600479972,0.04775365359253353,2
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,mean,raw,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.4941571553548177,0.46225229899088544,0.47898755802048576,0.01516959733433193,-0.016735259029600325,-0.0007828308476341972,5
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,mean,raw,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.5668603579203287,0.4118632475535075,0.47154950764444137,0.09531085027588737,-0.05968626009093386,0.017812295092476726,3
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,mean,placebo_calibrated,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.5126039584477743,0.5670347015062968,0.42855097519026863,0.08405298325750565,0.13848372631602812,0.11126835478676689,1
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,mean,placebo_calibrated,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.5405051310857137,0.3542959789435069,0.49016349183188546,0.050341639253828285,-0.13586751288837856,-0.042762936817275166,8
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,mean,placebo_calibrated,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.5854294101397196,0.31723808248837787,0.48754136429892647,0.09788804584079314,-0.1703032818105486,-0.036207617984877705,7
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,mean,placebo_calibrated,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.5030540724595388,0.44032059113184613,0.473972307311164,0.029081765148374794,-0.03365171617931789,-0.0022849755154715767,4
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,mean,placebo_calibrated,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.4043528934319814,0.4842331310113271,0.4922351870271895,-0.0878822935952081,-0.008002056015862402,-0.047942174805535254,9
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,mean,placebo_calibrated,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.43635430932044983,0.4342523713906606,0.4982283016045888,-0.06187399228413898,-0.06397593021392822,-0.06292496124903363,10
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,mean,placebo_calibrated,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.3639764189720154,0.5673323273658752,0.47799427972899544,-0.11401786075698006,0.0893380476368798,-0.012339906560050129,6
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,mean,placebo_calibrated,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.6356102228164673,0.39286838968594867,0.4456043243408203,0.19000589847564697,-0.05273593465487164,0.06863498191038764,2
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,mean,placebo_calibrated,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.48888518412907916,0.45160119732220966,0.47493506802452934,0.013950116104549826,-0.02333387070231968,-0.004691877298884928,5
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,mean,placebo_calibrated,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.5502420663833618,0.43097590406735736,0.4613578716913859,0.08888419469197589,-0.03038196762402856,0.02925111353397364,3
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,median,raw,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.5239549378554026,0.5797557731469473,0.43756719595856136,0.08638774189684123,0.1421885771883859,0.11428815954261357,1
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,median,raw,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.5520400901635488,0.3675930052995682,0.49892640113830566,0.05311368902524316,-0.1313333958387375,-0.039109853406747164,7
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,median,raw,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.6112900773684183,0.30681662261486053,0.499435199631585,0.11185487773683334,-0.19261857701672447,-0.040381849639945566,8
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,median,raw,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.5133576492468516,0.45437852541605633,0.482892041405042,0.030465607841809572,-0.02851351598898566,0.0009760459264119281,4
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,median,raw,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.4197391867637634,0.4971057077248891,0.49985580146312714,-0.08011661469936371,-0.0027500937382380353,-0.0414333542188009,9
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,median,raw,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.4749256173769633,0.4322657684485118,0.5030736376841863,-0.02814802030722302,-0.07080786923567456,-0.04947794477144879,10
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,median,raw,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.375535324215889,0.5783698062102,0.48750238948398167,-0.11196706526809269,0.09086741672621829,-0.010549824270937203,6
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,median,raw,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.6527294516563416,0.3698216825723648,0.4646203882164425,0.18810906343989903,-0.09479870564407772,0.046655178897910654,2
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,median,raw,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.5020656685034434,0.4646522303422292,0.48323146667745376,0.018834201825989605,-0.01857923633522457,0.00012748274538254556,5
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,median,raw,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.573345939318339,0.4159061312675476,0.4757200760973824,0.09762586322095657,-0.05981394482983482,0.018905959195560873,3
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,median,placebo_calibrated,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.5108410914738973,0.5713656346003214,0.4284893307420943,0.08235176073180306,0.14287630385822714,0.1126140322950151,1
Qwen2.5-7B-Instruct,16,17,0.5925925925925926,median,placebo_calibrated,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.5408244033654531,0.3549332618713379,0.4906390176879035,0.0501853856775496,-0.13570575581656563,-0.04276018506950802,8
